SMILES,C_log_index,DFT C NMR,ML C NMR,exp_result,DFT H NMR,H_log_index,ML H NMR,name,regio,predicted_y
c1cc[nH]c1,5,114.8498,120.84,1,6.4714,10,7.33,arr16,0.001,1
c1ccn2cncc2c1,1,116.51899999999999,125.45,0,6.3911,10,7.46,arr56,15.7183,0
c1ccn2cncc2c1,2,111.7151,114.18,0,6.2842,11,7.22,arr56,16.5801,0
c1ccn2cncc2c1,3,120.7602,125.55,0,7.5292,12,7.89,arr56,17.8272,0
c1ccn2cncc2c1,5,124.8175,135.46,0,7.6593,13,7.67,arr56,1.8757,0
c1ccn2cncc2c1,7,120.1547,127.85,1,7.2073,14,7.46,arr56,0.0,1
c1ccn2cncc2c1,9,119.00299999999999,117.35,0,7.2214,15,7.72,arr56,19.4413,0
o1ccc2ccccc12,2,143.4477,145.16,0,7.2933,10,7.43,arr52,5.9336,0
o1ccc2ccccc12,3,106.5115,105.81,1,6.4991,11,6.71,arr52,0.0,1
o1ccc2ccccc12,5,120.2124,121.18,0,7.3731,12,7.42,arr52,11.6877,0
o1ccc2ccccc12,6,121.8329,122.87,0,7.0631,13,7.09,arr52,10.8231,0
o1ccc2ccccc12,7,123.0784,124.87,0,7.1052,14,7.13,arr52,12.0402,0
o1ccc2ccccc12,8,111.0044,111.36,0,7.3136,15,7.49,arr52,10.9993,0
c1ccc2[nH]ccc2c1,1,118.99600000000001,119.55,0,6.9462,10,7.23,arr51,19.5877,0
c1ccc2[nH]ccc2c1,2,121.2616,121.34,0,7.0042,11,7.27,arr51,20.1498,0
c1ccc2[nH]ccc2c1,3,108.8281,111.18,0,7.0711,12,7.52,arr51,18.8933,0
c1ccc2[nH]ccc2c1,6,121.1124,124.92,0,6.8134,14,7.5,arr51,18.0425,0
c1ccc2[nH]ccc2c1,7,102.8703,102.21,1,6.3870000000000005,15,6.85,arr51,0.0,1
c1ccc2[nH]ccc2c1,9,120.3745,120.45,0,7.4165,16,7.53,arr51,19.6316,0
c1ccn2nccc2c1,1,121.2589,122.64,0,6.7868,10,7.49,arr57,25.0141,0
c1ccn2nccc2c1,2,109.7914,112.65,0,6.4701,11,7.3,arr57,25.9277,0
c1ccn2nccc2c1,3,128.8375,128.2,0,8.1471,12,8.49,arr57,19.6784,0
c1ccn2nccc2c1,6,140.6464,142.59,0,7.6217,13,7.76,arr57,23.9716,0
c1ccn2nccc2c1,7,95.6084,104.56,1,6.2676,14,6.88,arr57,0.0,1
c1ccn2nccc2c1,9,117.514,118.14,0,7.2706,15,7.77,arr57,20.805999999999997,0
c1ccn2ccnc2c1,1,121.0496,128.22,0,6.8221,10,7.54,arr54,19.3317,0
c1ccn2ccnc2c1,2,110.995,111.02,0,6.4994,11,7.12,arr54,20.2947,0
c1ccn2ccnc2c1,3,123.8567,125.64,0,7.7717,12,7.87,arr54,0.0,1
c1ccn2ccnc2c1,5,109.5192,114.91,1,7.2083,13,7.39,arr54,17.5575,1
c1ccn2ccnc2c1,6,134.912,131.77,0,7.4042,14,7.15,arr54,18.1324,0
c1ccn2ccnc2c1,9,119.6272,116.6,0,7.4134,15,7.65,arr54,19.6088,0
c1ccc2sccc2c1,1,122.9894,124.79,0,7.1471,10,7.28,arr53,4.8516,0
c1ccc2sccc2c1,2,122.9066,125.87,0,7.1279,11,7.13,arr53,4.308,0
c1ccc2sccc2c1,3,121.6312,121.71,0,7.6031,12,7.34,arr53,4.7615,0
c1ccc2sccc2c1,6,128.3478,126.88,0,6.9989,13,6.93,arr53,1.3341,0
c1ccc2sccc2c1,7,122.4,125.19,1,7.0946,14,6.7,arr53,0.0,1
c1ccc2sccc2c1,9,122.9388,124.49,0,7.6385,15,7.32,arr53,3.4912,0
COc1ccsc1,4,111.1692,115.21,0,6.5405,11,5.84,arr22,8.3301,0
COc1ccsc1,5,125.1398,124.79,0,6.7285,12,6.9,arr22,9.8328,0
COc1ccsc1,7,102.361,104.07,1,6.1377,13,6.4,arr22,0.0,1
c1ccc2cnccc2c1,1,128.8363,130.21,0,7.4694,11,7.54,arr72,6.6969,0
c1ccc2cnccc2c1,2,125.6385,127.89,0,7.3808,12,7.58,arr72,3.1596,0
c1ccc2cnccc2c1,3,127.6797,127.81,0,7.7567,13,7.76,arr72,2.2401,0
c1ccc2cnccc2c1,5,151.7532,152.83,0,8.9775,14,8.69,arr72,9.4683,0
c1ccc2cnccc2c1,7,143.8474,143.68,0,8.394,15,8.3,arr72,6.6907,0
c1ccc2cnccc2c1,8,118.7983,121.12,0,7.3705,16,7.64,arr72,1.0929,0
c1ccc2cnccc2c1,10,126.1149,126.75,1,7.6304,17,7.71,arr72,0.0,1
c1ccc2ncccc2c1,1,125.469,126.94,0,7.3557,11,7.53,arr70,2.6666,0
c1ccc2ncccc2c1,2,128.0523,129.14,0,7.5293,12,7.68,arr70,5.481,0
c1ccc2ncccc2c1,3,131.5487,128.99,1,8.048,13,8.2,arr70,0.0,1
c1ccc2ncccc2c1,6,148.8699,148.97,0,8.6814,14,8.38,arr70,15.5728,0
c1ccc2ncccc2c1,7,119.5556,120.78,0,7.095,15,7.43,arr70,2.2704,0
c1ccc2ncccc2c1,8,134.5122,137.21,0,7.8459,16,7.99,arr70,11.3429,0
c1ccc2ncccc2c1,10,126.9554,129.0,1,7.6001,17,7.93,arr70,1.8939,1
[O-][n+]1ccc2ccccc2c1,3,138.1599,136.2,0,7.7043,12,8.1,arr74,8.6949,0
[O-][n+]1ccc2ccccc2c1,4,123.167,116.58,0,7.2369,13,7.65,arr74,17.3708,0
[O-][n+]1ccc2ccccc2c1,6,126.1748,126.73,0,7.4183,14,7.69,arr74,5.7641,0
[O-][n+]1ccc2ccccc2c1,7,124.9982,129.25,1,7.1391,15,7.51,arr74,4.9283,1
[O-][n+]1ccc2ccccc2c1,8,128.2659,127.93,0,7.2892,16,7.59,arr74,10.0544,0
[O-][n+]1ccc2ccccc2c1,9,123.02799999999999,127.01,0,7.3238,17,7.54,arr74,2.8087,0
[O-][n+]1ccc2ccccc2c1,11,133.0347,135.27,0,8.1764,18,8.2,arr74,0.0,1
c1ccncc1,1,133.8177,136.78,0,7.3634,7,7.56,arr2,9.1197,0
c1ccncc1,2,121.8987,123.54,1,7.002000000000001,8,7.28,arr2,0.0,1
c1ccncc1,3,149.8449,150.06,0,8.4273,9,8.14,arr2,7.2746,0
c1ccncc1,5,149.8986,150.06,0,8.4292,10,8.14,arr2,7.2743,0
c1ccncc1,6,121.8943,123.54,1,7.0026,11,7.28,arr2,0.0005,1
Clc1ccccc1,3,128.221,128.65,0,7.1733,8,7.33,arr4,1.1101,0
Clc1ccccc1,4,128.4739,129.63,0,7.0827,9,7.26,arr4,0.3687,0
Clc1ccccc1,5,124.8578,127.13,1,6.968,10,7.11,arr4,0.0,1
Clc1ccccc1,6,128.481,129.63,0,7.0826,11,7.26,arr4,0.3587,0
Clc1ccccc1,7,128.1868,128.65,0,7.1728,12,7.33,arr4,1.1199,0
c1c2nc(nc(n2nc1)N(CC)CC)SC,1,93.5695,97.23,1,5.9089,17,6.71,comp114,0.0,1
c1c2nc(nc(n2nc1)N(CC)CC)SC,9,142.5791,144.23,0,7.4058,18,7.55,comp114,27.9485,0
N#Cc1ccccc1,4,132.3688,132.11,1,7.4774,9,7.75,arr10,3.4222,1
N#Cc1ccccc1,5,127.92,129.0,1,7.2397,10,7.42,arr10,0.0,1
N#Cc1ccccc1,6,130.8131,133.68,0,7.3149,11,7.64,arr10,3.7538,0
N#Cc1ccccc1,7,127.9202,129.0,1,7.24,12,7.42,arr10,0.0,1
N#Cc1ccccc1,8,132.3466,132.11,1,7.4773,13,7.75,arr10,3.4222,1
Cc1ccc(O)cc1,3,130.1749,130.46,0,6.9814,12,7.03,arr29,8.9506,0
Cc1ccc(O)cc1,4,114.6818,114.86,1,6.7215,13,6.68,arr29,0.0,1
Cc1ccc(O)cc1,7,110.8049,115.16,1,6.1542,15,6.48,arr29,0.769,1
Cc1ccc(O)cc1,8,128.434,130.14,0,6.7517,16,6.96,arr29,8.7885,0
COc1ccccc1,4,106.8057,114.2,0,6.5124,12,6.9,arr7,0.2321,1
COc1ccccc1,5,128.566,129.76,1,7.1049,13,7.2,arr7,9.1951,1
COc1ccccc1,6,118.7985,120.97,0,6.7181,14,6.85,arr7,0.0,1
COc1ccccc1,7,128.7568,129.77,1,7.0848,15,7.28,arr7,9.5176,1
COc1ccccc1,8,117.1891,111.31,0,6.8647,16,6.66,arr7,1.2472,0
[O-][n+]1cccc2ccccc12,3,132.5113,138.88,0,8.035,12,8.22,arr71,5.0391,0
[O-][n+]1cccc2ccccc12,4,120.5506,115.75,0,6.9462,13,7.37,arr71,14.6572,0
[O-][n+]1cccc2ccccc12,5,119.006,129.17,1,7.1118,14,7.83,arr71,0.0,1
[O-][n+]1cccc2ccccc12,7,127.1697,127.04,0,7.56,15,7.88,arr71,7.647,0
[O-][n+]1cccc2ccccc12,8,127.6573,126.78,0,7.3534,16,7.55,arr71,15.8504,0
[O-][n+]1cccc2ccccc12,9,127.6239,127.06,0,7.439,17,7.59,arr71,9.9275,0
[O-][n+]1cccc2ccccc12,10,121.6829,119.28,0,8.6385,18,8.06,arr71,10.9751,0
c1nn2c(cc1c1ncccc1C(F)(F)F)nnc2,1,144.8,148.75,0,8.4061,20,8.06,comp116,23.9169,0
c1nn2c(cc1c1ncccc1C(F)(F)F)nnc2,5,125.7279,120.44,0,8.1753,21,8.33,comp116,23.4966,0
c1nn2c(cc1c1ncccc1C(F)(F)F)nnc2,9,151.6044,151.11,0,8.6269,22,8.56,comp116,17.2404,0
c1nn2c(cc1c1ncccc1C(F)(F)F)nnc2,10,120.7727,122.88,0,7.1563,23,7.38,comp116,10.0827,0
c1nn2c(cc1c1ncccc1C(F)(F)F)nnc2,11,135.3535,135.33,0,7.9276,24,7.82,comp116,17.3965,0
c1nn2c(cc1c1ncccc1C(F)(F)F)nnc2,19,136.0847,138.24,1,8.5468,25,9.12,comp116,0.0,1
Nc1ccccc1,3,112.273,114.23,1,6.4595,10,6.91,arr1,0.0,1
Nc1ccccc1,4,128.6243,129.52,0,6.9508,11,7.25,arr1,23.197,0
Nc1ccccc1,5,116.5091,117.67,1,6.5029,12,6.87,arr1,0.4626,1
Nc1ccccc1,6,128.6242,129.52,0,6.9507,13,7.25,arr1,23.186999999999998,0
Nc1ccccc1,7,112.2725,114.23,1,6.4595,14,6.91,arr1,0.0099,1
c1(ccc2c(c1)NCCC2)C(F)F,2,112.7834,112.18,1,6.5394,14,7.02,comp498,1.1561,1
c1(ccc2c(c1)NCCC2)C(F)F,3,129.1625,129.39,0,6.8138,15,7.22,comp498,20.9408,0
c1(ccc2c(c1)NCCC2)C(F)F,6,109.2543,109.78,0,6.3786,16,7.21,comp498,0.0,1
c1(cccnc1C(=O)OCC)NC1COC1,2,115.4804,121.81,0,6.1277,17,7.41,comp128,0.0,1
c1(cccnc1C(=O)OCC)NC1COC1,3,126.5962,125.5,0,6.8420000000000005,18,7.3,comp128,17.2138,0
c1(cccnc1C(=O)OCC)NC1COC1,4,135.0501,136.22,1,7.7138,19,7.74,comp128,1.9884,1
n1ccc(nc1N)c1cn(c2c1cccc2)C,2,157.1124,155.83,0,7.9527,18,7.77,comp96,43.1212,0
n1ccc(nc1N)c1cn(c2c1cccc2)C,3,106.0907,110.02,1,6.8133,19,7.33,comp96,0.0,1
n1ccc(nc1N)c1cn(c2c1cccc2)C,9,131.1604,127.4,0,7.678,22,7.49,comp96,13.9674,0
n1ccc(nc1N)c1cn(c2c1cccc2)C,13,119.8103,120.5,0,7.8147,23,7.67,comp96,12.6969,0
n1ccc(nc1N)c1cn(c2c1cccc2)C,14,120.5173,119.92,0,7.0898,24,7.31,comp96,12.607999999999999,0
n1ccc(nc1N)c1cn(c2c1cccc2)C,15,121.1523,123.49,0,7.0867,25,7.43,comp96,11.5106,0
n1ccc(nc1N)c1cn(c2c1cccc2)C,16,108.1797,109.55,0,7.0558,26,7.61,comp96,12.7992,0
c1ccc2c(c1)occ2,1,123.0924,124.87,0,7.1067,10,7.13,comp470,12.0402,0
c1ccc2c(c1)occ2,2,121.8172,122.87,0,7.063,11,7.09,comp470,10.8231,0
c1ccc2c(c1)occ2,3,120.2164,121.18,0,7.3734,12,7.42,comp470,11.6877,0
c1ccc2c(c1)occ2,6,111.0127,111.36,0,7.3139,13,7.49,comp470,10.9993,0
c1ccc2c(c1)occ2,8,143.4358,145.16,0,7.2942,14,7.43,comp470,5.9336,0
c1ccc2c(c1)occ2,9,106.5095,105.81,1,6.5002,15,6.71,comp470,0.0,1
c1nc(c(=O)[nH]c1)Cc1ccccc1,1,121.0246,130.84,1,6.8212,15,7.8,comp204,0.0,1
c1nc(c(=O)[nH]c1)Cc1ccccc1,7,121.0543,125.56,0,6.3619,17,7.55,comp204,29.3395,0
c1nc(c(=O)[nH]c1)Cc1ccccc1,10,131.4452,129.86,0,7.7509,20,7.57,comp204,20.2103,0
c1nc(c(=O)[nH]c1)Cc1ccccc1,11,127.4642,129.01,0,7.0995,21,7.16,comp204,20.6629,0
c1nc(c(=O)[nH]c1)Cc1ccccc1,12,125.6597,127.16,0,6.9752,22,7.09,comp204,20.3879,0
c1nc(c(=O)[nH]c1)Cc1ccccc1,13,127.1551,129.51,0,7.0512,23,7.2,comp204,20.4326,0
c1nc(c(=O)[nH]c1)Cc1ccccc1,14,128.7833,129.82,0,7.3223,24,7.35,comp204,20.711,0
c1cn(c(n1)c1ccc(cc1)OC)C,1,129.4517,126.92,0,6.8347,15,7.13,comp166,0.0,1
c1cn(c(n1)c1ccc(cc1)OC)C,2,119.4662,122.77,1,6.5556,16,7.06,comp166,1.1362,1
c1cn(c(n1)c1ccc(cc1)OC)C,7,131.8932,129.77,0,7.9021,17,7.5,comp166,21.4561,0
c1cn(c(n1)c1ccc(cc1)OC)C,8,107.7192,113.74,0,6.6064,18,6.95,comp166,9.9782,0
c1cn(c(n1)c1ccc(cc1)OC)C,10,115.354,113.11,0,6.8327,19,6.85,comp166,11.3816,0
c1cn(c(n1)c1ccc(cc1)OC)C,11,126.7014,129.52,0,7.1121,20,7.45,comp166,20.66,0
c1conc1CNc1c(ncc(c1)F)C(=O)OCC,1,102.2644,107.23,0,6.0596,20,6.93,comp124,0.0,0
c1conc1CNc1c(ncc(c1)F)C(=O)OCC,2,157.2023,156.92,0,7.8569,21,7.73,comp124,22.8808,0
c1conc1CNc1c(ncc(c1)F)C(=O)OCC,11,124.3461,120.35,1,7.4762,25,7.62,comp124,6.5038,1
c1conc1CNc1c(ncc(c1)F)C(=O)OCC,13,103.2448,106.26,0,6.3956,26,6.97,comp124,5.8128,0
c1c(ccc(c1)c1occ(n1)c1cnc(cc1)C(C)(C)O)F,1,115.82,116.0,0,6.9679,23,6.99,comp119,6.7549,0
c1c(ccc(c1)c1occ(n1)c1cnc(cc1)C(C)(C)O)F,3,114.8864,116.22,0,6.9302,24,7.09,comp119,8.3845,0
c1c(ccc(c1)c1occ(n1)c1cnc(cc1)C(C)(C)O)F,4,127.2036,128.28,0,7.8397,25,8.18,comp119,13.2313,0
c1c(ccc(c1)c1occ(n1)c1cnc(cc1)C(C)(C)O)F,6,129.8417,128.54,0,8.2981,26,7.86,comp119,13.3932,0
c1c(ccc(c1)c1occ(n1)c1cnc(cc1)C(C)(C)O)F,9,131.1461,136.47,1,7.5829,27,7.87,comp119,0.0,1
c1c(ccc(c1)c1occ(n1)c1cnc(cc1)C(C)(C)O)F,13,144.2913,145.89,0,9.0668,28,8.7,comp119,14.3468,0
c1c(ccc(c1)c1occ(n1)c1cnc(cc1)C(C)(C)O)F,16,118.6302,118.33,0,7.0728,29,7.26,comp119,10.8507,0
c1c(ccc(c1)c1occ(n1)c1cnc(cc1)C(C)(C)O)F,17,130.6703,133.35,0,7.5598,30,8.02,comp119,18.7367,0
c1ccc2c(c1)oc(n2)c1ccc(cc1)N,1,122.3848,124.38,0,7.0184,17,7.26,comp567,26.7649,0
c1ccc2c(c1)oc(n2)c1ccc(cc1)N,2,123.0016,124.25,0,7.0694,18,7.36,comp567,23.8522,0
c1ccc2c(c1)oc(n2)c1ccc(cc1)N,3,119.6284,119.23,0,7.4121,19,7.72,comp567,26.7295,0
c1ccc2c(c1)oc(n2)c1ccc(cc1)N,6,109.0284,109.47,0,7.2188,20,7.5,comp567,23.6383,0
c1ccc2c(c1)oc(n2)c1ccc(cc1)N,11,128.6003,128.71,0,7.8787,21,7.82,comp567,32.3249,0
c1ccc2c(c1)oc(n2)c1ccc(cc1)N,12,111.4453,114.23,1,6.4555,22,6.96,comp567,0.0787,1
c1ccc2c(c1)oc(n2)c1ccc(cc1)N,14,112.5135,114.47,1,6.5089,23,7.08,comp567,0.0,1
c1ccc2c(c1)oc(n2)c1ccc(cc1)N,15,131.0244,129.43,0,8.2168,24,8.18,comp567,32.3249,0
c1c(cc2c(c1)oc(=O)cc2)N,1,116.8918,118.47,0,6.5472,13,6.79,comp557,5.4583,0
c1c(cc2c(c1)oc(=O)cc2)N,3,108.7593,111.19,1,6.3099,14,7.03,comp557,0.0,1
c1c(cc2c(c1)oc(=O)cc2)N,6,117.9387,115.48,0,6.9147,15,6.98,comp557,25.7554,0
c1c(cc2c(c1)oc(=O)cc2)N,10,118.7962,114.6,0,6.0031,16,6.16,comp557,20.2657,0
c1c(cc2c(c1)oc(=O)cc2)N,11,140.7321,142.93,0,7.0791,17,7.53,comp557,42.9133,0
c1(ccc2c(c1N)OCO2)Cl,2,121.4952,122.5,0,6.5487,12,6.89,comp562,17.5106,0
c1(ccc2c(c1N)OCO2)Cl,3,97.6684,101.55,1,6.0138,13,6.38,comp562,0.0,1
c1c(occ1)c1c(c2ccncc2)ncc(N)n1,1,113.3558,108.88,0,6.9125,19,6.98,comp132,12.9616,0
c1c(occ1)c1c(c2ccncc2)ncc(N)n1,4,141.3091,142.81,0,6.9110000000000005,20,7.39,comp132,7.939,0
c1c(occ1)c1c(c2ccncc2)ncc(N)n1,5,112.0366,111.77,0,6.3069,21,6.31,comp132,4.2675,0
c1c(occ1)c1c(c2ccncc2)ncc(N)n1,9,122.3032,123.74,0,6.4747,22,7.54,comp132,21.7254,0
c1c(occ1)c1c(c2ccncc2)ncc(N)n1,10,147.7593,149.11,0,8.1637,23,8.3,comp132,27.4436,0
c1c(occ1)c1c(c2ccncc2)ncc(N)n1,12,149.6613,149.1,0,8.459,24,8.3,comp132,29.4326,0
c1c(occ1)c1c(c2ccncc2)ncc(N)n1,13,122.6101,123.73,0,7.6616,25,7.52,comp132,21.7257,0
c1c(occ1)c1c(c2ccncc2)ncc(N)n1,15,126.7199,129.87,1,7.6115,26,8.41,comp132,0.0,1
c1c(cn2c(c1)ncc2c1nccc(n1)NCC(C)(C)C)C#N,1,123.9043,128.61,0,7.0369,24,7.8,comp86,21.7553,0
c1c(cn2c(c1)ncc2c1nccc(n1)NCC(C)(C)C)C#N,3,134.7406,138.44,0,10.1981,25,9.08,comp86,24.2861,0
c1c(cn2c(c1)ncc2c1nccc(n1)NCC(C)(C)C)C#N,6,118.72200000000001,116.6,0,7.43,26,7.87,comp86,18.3413,0
c1c(cn2c(c1)ncc2c1nccc(n1)NCC(C)(C)C)C#N,8,143.8895,135.08,0,8.5656,27,8.18,comp86,22.129,0
c1c(cn2c(c1)ncc2c1nccc(n1)NCC(C)(C)C)C#N,12,156.3237,156.11,0,8.0558,28,8.23,comp86,39.3995,0
c1c(cn2c(c1)ncc2c1nccc(n1)NCC(C)(C)C)C#N,13,94.7808,101.38,1,5.682,29,7.05,comp86,0.0,1
c1cc(c2c(ncc(n2)N)c2ccncc2)cnc1,1,120.1094,122.56,0,6.6807,20,7.21,comp133,20.8826,0
c1cc(c2c(ncc(n2)N)c2ccncc2)cnc1,2,136.8382,137.39,0,7.0404,21,7.28,comp133,34.7847,0
c1cc(c2c(ncc(n2)N)c2ccncc2)cnc1,7,127.1684,127.08,1,7.7284,22,8.42,comp133,0.0,1
c1cc(c2c(ncc(n2)N)c2ccncc2)cnc1,12,123.0535,122.73,0,7.6258,25,7.23,comp133,22.6276,0
c1cc(c2c(ncc(n2)N)c2ccncc2)cnc1,13,150.4822,149.56,0,8.4873,26,8.12,comp133,30.6025,0
c1cc(c2c(ncc(n2)N)c2ccncc2)cnc1,15,148.2845,149.55,0,8.0146,27,8.23,comp133,30.6464,0
c1cc(c2c(ncc(n2)N)c2ccncc2)cnc1,16,123.863,122.91,0,6.5087,28,7.56,comp133,22.6279,0
c1cc(c2c(ncc(n2)N)c2ccncc2)cnc1,17,151.5339,150.9,0,8.9459,29,8.1,comp133,33.4931,0
c1cc(c2c(ncc(n2)N)c2ccncc2)cnc1,19,149.7288,150.0,0,8.371,30,8.32,comp133,31.9614,0
CCN(CC)C(=O)c1ccccc1OC,9,129.2037,129.76,0,7.1253,26,7.34,arr43,10.5781,0
CCN(CC)C(=O)c1ccccc1OC,10,119.7073,120.81,1,6.7944,27,6.88,arr43,0.0,1
CCN(CC)C(=O)c1ccccc1OC,11,128.4717,131.13,0,7.1078,28,7.32,arr43,12.1619,0
CCN(CC)C(=O)c1ccccc1OC,12,106.7537,117.22,1,6.48,29,6.92,arr43,0.1546,1
c1c(cc2c(c1)ncn(c2=O)C1CC1)N,1,119.2491,121.57,0,6.7372,16,7.44,comp581,5.8257,0
c1c(cc2c(c1)ncn(c2=O)C1CC1)N,3,107.8386,109.1,1,7.352,17,8.16,comp581,0.0,1
c1c(cc2c(c1)ncn(c2=O)C1CC1)N,6,129.6601,128.38,0,7.2953,18,7.79,comp581,23.7264,0
c1c(cc2c(c1)ncn(c2=O)C1CC1)N,8,141.7089,149.39,0,7.38,19,8.35,comp581,19.0646,0
CCN(CC)C(=O)Oc1ccccc1OC,10,122.7005,120.86,0,6.8821,27,7.01,arr41,11.0224,0
CCN(CC)C(=O)Oc1ccccc1OC,11,118.5877,121.36,1,6.7045,28,6.8,arr41,0.0,1
CCN(CC)C(=O)Oc1ccccc1OC,12,124.7651,125.81,0,6.9665,29,7.11,arr41,6.8783,0
CCN(CC)C(=O)Oc1ccccc1OC,13,108.1391,113.34,1,6.511,30,6.84,arr41,0.4565,1
c1cc(ccc1N)C1CC(=O)NC(=O)C1,1,113.2483,115.24,1,6.449,16,6.78,comp569,0.0,1
c1cc(ccc1N)C1CC(=O)NC(=O)C1,2,125.7396,128.65,0,6.8393,17,7.05,comp569,25.2011,0
c1cc(ccc1N)C1CC(=O)NC(=O)C1,4,128.952,128.0,0,6.7881,18,7.13,comp569,25.8723,0
c1cc(ccc1N)C1CC(=O)NC(=O)C1,5,112.53399999999999,115.51,1,6.3584,19,6.9,comp569,0.1995,1
c1cccc(c1N)C(=O)C(F)(F)C(F)(F)F,1,114.4748,117.39,0,6.3442,17,7.26,comp568,0.1462,0
c1cccc(c1N)C(=O)C(F)(F)C(F)(F)F,2,136.0826,137.08,0,7.0884,18,7.41,comp568,26.0022,0
c1cccc(c1N)C(=O)C(F)(F)C(F)(F)F,3,113.6565,116.09,1,6.4062,19,7.1,comp568,0.0,1
c1cccc(c1N)C(=O)C(F)(F)C(F)(F)F,4,133.8815,131.15,0,7.8464,20,7.7,comp568,24.837,0
c1ncc2c(c1)oc(n2)c1c(nccn1)N,1,144.8806,147.38,0,8.3337,17,8.19,comp198,31.7881,0
c1ncc2c(c1)oc(n2)c1c(nccn1)N,3,142.1819,140.52,0,8.7822,18,8.77,comp198,19.5867,0
c1ncc2c(c1)oc(n2)c1c(nccn1)N,6,105.1335,105.22,0,7.2498,19,7.46,comp198,17.4357,0
c1ncc2c(c1)oc(n2)c1c(nccn1)N,13,144.8582,144.49,0,7.8321,20,8.16,comp198,36.5811,0
c1ncc2c(c1)oc(n2)c1c(nccn1)N,14,131.7056,132.91,1,7.7381,21,8.22,comp198,0.0,1
c1cc(ccc1N)OC(=O)C,1,112.0795,114.5,1,6.3932,12,6.77,comp549,0.0,1
c1cc(ccc1N)OC(=O)C,2,124.0091,121.23,0,6.8543,13,6.99,comp549,25.404,0
c1cc(ccc1N)OC(=O)C,4,120.4737,122.31,0,6.6031,14,7.02,comp549,25.4037,0
c1cc(ccc1N)OC(=O)C,5,111.8305,114.73,1,6.3565,15,6.76,comp549,0.0065,1
c1(cccc(c1)COCC(C(F)(F)F)(F)F)N,2,112.4489,114.52,0,6.381,18,6.84,comp565,0.2588,1
c1(cccc(c1)COCC(C(F)(F)F)(F)F)N,3,129.2092,129.26,0,6.9125,19,7.18,comp565,23.4262,0
c1(cccc(c1)COCC(C(F)(F)F)(F)F)N,4,114.7806,116.34,1,6.2333,20,6.97,comp565,1.1681,1
c1(cccc(c1)COCC(C(F)(F)F)(F)F)N,6,109.6928,113.08,1,6.8336,21,7.13,comp565,0.0,1
c1ncc(n1c1ccc(cc1)Cl)c1c(cc(cc1F)F)F,1,136.5665,139.19,1,7.2655,22,8.31,comp137,1.6580000000000001,1
c1ncc(n1c1ccc(cc1)Cl)c1c(cc(cc1F)F)F,3,134.7187,133.67,1,7.1382,23,7.63,comp137,0.0,1
c1ncc(n1c1ccc(cc1)Cl)c1c(cc(cc1F)F)F,7,124.2227,125.24,0,6.4667,24,7.39,comp137,12.6352,0
c1ncc(n1c1ccc(cc1)Cl)c1c(cc(cc1F)F)F,8,128.6339,130.1,0,6.9399,25,7.46,comp137,8.8919,0
c1ncc(n1c1ccc(cc1)Cl)c1c(cc(cc1F)F)F,10,129.6282,129.78,0,7.3028,26,7.17,comp137,8.8922,0
c1ncc(n1c1ccc(cc1)Cl)c1c(cc(cc1F)F)F,11,124.5109,125.04,0,7.2169,27,6.95,comp137,12.6347,0
c1ncc(n1c1ccc(cc1)Cl)c1c(cc(cc1F)F)F,15,99.7374,98.38,0,6.5058,28,6.68,comp137,7.5298,0
c1ncc(n1c1ccc(cc1)Cl)c1c(cc(cc1F)F)F,17,99.5369,98.78,0,6.1308,29,6.56,comp137,7.4707,0
c1c(cc2c(c1)C(=O)CCC2)N,1,110.54799999999999,111.82,0,6.2787,13,6.56,comp551,0.5098,0
c1c(cc2c(c1)C(=O)CCC2)N,3,109.5748,111.92,1,6.1423,14,6.66,comp551,0.0,1
c1c(cc2c(c1)C(=O)CCC2)N,6,130.8317,129.81,0,7.8711,15,7.76,comp551,30.1711,0
c1cccc(c1N)C(=O)N,1,114.7909,115.87,1,6.3473,11,6.84,comp545,0.0,1
c1cccc(c1N)C(=O)N,2,132.1776,132.81,0,6.9511,12,7.29,comp545,23.6711,0
c1cccc(c1N)C(=O)N,3,113.3804,115.71,1,6.3005,13,6.95,comp545,0.2383,1
c1cccc(c1N)C(=O)N,4,127.1665,129.32,0,7.1267,14,7.67,comp545,25.7283,0
c1cc(ccc1N)C1=CCN(CC1)OC,1,111.6738,114.63,1,6.3381,16,6.82,comp559,0.0,1
c1cc(ccc1N)C1=CCN(CC1)OC,2,124.7772,126.23,0,6.8811,17,7.09,comp559,25.2977,0
c1cc(ccc1N)C1=CCN(CC1)OC,4,125.29299999999999,126.33,0,7.1362,18,7.13,comp559,24.6265,0
c1cc(ccc1N)C1=CCN(CC1)OC,5,112.3506,114.36,1,6.3826,19,6.78,comp559,0.0182,1
c1cc(ccc1N)C(C(F)(F)F)(C(F)(F)F)F,1,112.0983,115.19,1,6.4067,18,7.07,comp560,0.4099,1
c1cc(ccc1N)C(C(F)(F)F)(C(F)(F)F)F,2,127.6603,129.28,0,7.3456,19,7.46,comp560,33.451,0
c1cc(ccc1N)C(C(F)(F)F)(C(F)(F)F)F,4,127.7155,130.84,0,7.2966,20,7.53,comp560,33.4511,0
c1cc(ccc1N)C(C(F)(F)F)(C(F)(F)F)F,5,112.0371,115.09,1,6.4785,21,6.98,comp560,0.0,1
